RolePrivileges
type,data-set,entityid,permission,role
RolePrivilege,0,default_data:205,acctttktview,finance_manager
RolePrivilege,0,default_data:206,acctttktview,general_admin
RolePrivilege,0,default_data:207,acctttktview,plan_admin
RolePrivilege,0,default_data:208,acctttktview,rule_admin
RolePrivilege,0,default_data:209,acctttktview,superuser
RolePrivilege,0,default_data:210,acctttktview,underwriter
RolePrivilege,0,default_data:211,acctttktview,user_admin
RolePrivilege,0,default_data:212,accttxnview,billing_clerical
RolePrivilege,0,default_data:213,accttxnview,billing_manager
RolePrivilege,0,default_data:214,accttxnview,commissions_admin
RolePrivilege,0,default_data:215,accttxnview,finance_clerical
RolePrivilege,0,default_data:216,accttxnview,finance_manager
RolePrivilege,0,default_data:217,accttxnview,general_admin
RolePrivilege,0,default_data:218,accttxnview,plan_admin
RolePrivilege,0,default_data:219,accttxnview,rule_admin
RolePrivilege,0,default_data:220,accttxnview,superuser
RolePrivilege,0,default_data:221,accttxnview,underwriter
RolePrivilege,0,default_data:222,accttxnview,user_admin
RolePrivilege,0,default_data:223,acctwo,billing_manager
RolePrivilege,0,default_data:224,acctwo,general_admin
RolePrivilege,0,default_data:225,acctwo,superuser
RolePrivilege,0,default_data:226,actapproveany,billing_manager
RolePrivilege,0,default_data:227,actapproveany,finance_manager
RolePrivilege,0,default_data:228,actapproveany,general_admin
RolePrivilege,0,default_data:229,actapproveany,superuser
RolePrivilege,0,default_data:230,actcreate,billing_clerical
RolePrivilege,0,default_data:231,actcreate,billing_manager
RolePrivilege,0,default_data:232,actcreate,finance_clerical
RolePrivilege,0,default_data:233,actcreate,finance_manager
RolePrivilege,0,default_data:234,actcreate,general_admin
RolePrivilege,0,default_data:235,actcreate,superuser
RolePrivilege,0,default_data:236,acteditunowned,billing_manager
RolePrivilege,0,default_data:237,acteditunowned,finance_manager
RolePrivilege,0,default_data:238,acteditunowned,general_admin
RolePrivilege,0,default_data:239,acteditunowned,superuser
RolePrivilege,0,default_data:240,actown,billing_clerical
RolePrivilege,0,default_data:241,actown,billing_manager
RolePrivilege,0,default_data:242,actown,commissions_admin
RolePrivilege,0,default_data:243,actown,finance_clerical
RolePrivilege,0,default_data:244,actown,finance_manager
RolePrivilege,0,default_data:245,actown,general_admin
RolePrivilege,0,default_data:246,actown,plan_admin
RolePrivilege,0,default_data:247,actown,rule_admin
RolePrivilege,0,default_data:248,actown,superuser
RolePrivilege,0,default_data:249,actown,user_admin
RolePrivilege,0,default_data:250,actpatcreate,general_admin
RolePrivilege,0,default_data:251,actpatcreate,superuser
RolePrivilege,0,default_data:252,actpatdelete,general_admin
RolePrivilege,0,default_data:253,actpatdelete,superuser
RolePrivilege,0,default_data:254,actpatedit,general_admin
RolePrivilege,0,default_data:255,actpatedit,superuser
RolePrivilege,0,default_data:256,actpatview,general_admin
RolePrivilege,0,default_data:257,actpatview,superuser
RolePrivilege,0,default_data:258,actraown,billing_manager
RolePrivilege,0,default_data:259,actraown,finance_manager
RolePrivilege,0,default_data:260,actraown,general_admin
RolePrivilege,0,default_data:261,actraown,superuser
RolePrivilege,0,default_data:262,actraunown,billing_manager
RolePrivilege,0,default_data:263,actraunown,finance_manager
RolePrivilege,0,default_data:264,actraunown,general_admin
RolePrivilege,0,default_data:265,actraunown,superuser
RolePrivilege,0,default_data:266,actsearch,billing_manager
RolePrivilege,0,default_data:267,actsearch,commissions_admin
RolePrivilege,0,default_data:268,actsearch,finance_manager
RolePrivilege,0,default_data:269,actsearch,general_admin
RolePrivilege,0,default_data:270,actsearch,superuser
RolePrivilege,0,default_data:271,actsearch,underwriter
RolePrivilege,0,default_data:272,actview,billing_clerical
RolePrivilege,0,default_data:273,actview,billing_manager
RolePrivilege,0,default_data:274,actview,commissions_admin
RolePrivilege,0,default_data:275,actview,finance_clerical
RolePrivilege,0,default_data:276,actview,finance_manager
RolePrivilege,0,default_data:277,actview,general_admin
RolePrivilege,0,default_data:278,actview,plan_admin
RolePrivilege,0,default_data:279,actview,rule_admin
RolePrivilege,0,default_data:280,actview,superuser
RolePrivilege,0,default_data:281,actview,underwriter
RolePrivilege,0,default_data:282,actview,user_admin
RolePrivilege,0,default_data:283,adhoccredit,billing_manager
RolePrivilege,0,default_data:284,adhoccredit,superuser
RolePrivilege,0,default_data:285,admintabview,billing_clerical
RolePrivilege,0,default_data:286,admintabview,billing_manager
RolePrivilege,0,default_data:287,admintabview,commissions_admin
RolePrivilege,0,default_data:288,admintabview,finance_clerical
RolePrivilege,0,default_data:289,admintabview,finance_manager
RolePrivilege,0,default_data:290,admintabview,general_admin
RolePrivilege,0,default_data:291,admintabview,plan_admin
RolePrivilege,0,default_data:292,admintabview,rule_admin
RolePrivilege,0,default_data:293,admintabview,superuser
RolePrivilege,0,default_data:294,admintabview,underwriter
RolePrivilege,0,default_data:295,admintabview,user_admin
RolePrivilege,0,default_data:296,agencybillplancreate,general_admin
RolePrivilege,0,default_data:297,agencybillplancreate,plan_admin
RolePrivilege,0,default_data:298,agencybillplancreate,superuser
RolePrivilege,0,default_data:299,agencybillplanedit,general_admin
RolePrivilege,0,default_data:300,agencybillplanedit,plan_admin
RolePrivilege,0,default_data:301,agencybillplanedit,superuser
RolePrivilege,0,default_data:302,agencybillplanview,billing_clerical
RolePrivilege,0,default_data:303,agencybillplanview,billing_manager
RolePrivilege,0,default_data:304,agencybillplanview,finance_manager
RolePrivilege,0,default_data:305,agencybillplanview,general_admin
RolePrivilege,0,default_data:306,agencybillplanview,plan_admin
RolePrivilege,0,default_data:307,agencybillplanview,superuser
RolePrivilege,0,default_data:308,agencybillplanview,underwriter
RolePrivilege,0,default_data:309,agencymoneyrecdsearch,billing_clerical
RolePrivilege,0,default_data:310,agencymoneyrecdsearch,billing_manager
RolePrivilege,0,default_data:311,agencymoneyrecdsearch,commissions_admin
RolePrivilege,0,default_data:312,agencymoneyrecdsearch,finance_clerical
RolePrivilege,0,default_data:313,agencymoneyrecdsearch,finance_manager
RolePrivilege,0,default_data:314,agencymoneyrecdsearch,general_admin
RolePrivilege,0,default_data:315,agencymoneyrecdsearch,superuser
RolePrivilege,0,default_data:316,agencymoneyrecdsearch,underwriter
RolePrivilege,0,default_data:317,agencywo,billing_manager
RolePrivilege,0,default_data:318,agencywo,general_admin
RolePrivilege,0,default_data:319,agencywo,superuser
RolePrivilege,0,default_data:320,alpmanage,general_admin
RolePrivilege,0,default_data:321,alpmanage,superuser
RolePrivilege,0,default_data:322,billplancreate,general_admin
RolePrivilege,0,default_data:323,billplancreate,plan_admin
RolePrivilege,0,default_data:324,billplancreate,superuser
RolePrivilege,0,default_data:325,billplanedit,general_admin
RolePrivilege,0,default_data:326,billplanedit,plan_admin
RolePrivilege,0,default_data:327,billplanedit,superuser
RolePrivilege,0,default_data:328,billplanview,billing_clerical
RolePrivilege,0,default_data:329,billplanview,billing_manager
RolePrivilege,0,default_data:330,billplanview,finance_manager
RolePrivilege,0,default_data:331,billplanview,general_admin
RolePrivilege,0,default_data:332,billplanview,plan_admin
RolePrivilege,0,default_data:333,billplanview,superuser
RolePrivilege,0,default_data:334,billplanview,underwriter
RolePrivilege,0,default_data:335,cashtx,billing_clerical
RolePrivilege,0,default_data:336,cashtx,billing_manager
RolePrivilege,0,default_data:337,cashtx,finance_manager
RolePrivilege,0,default_data:338,cashtx,general_admin
RolePrivilege,0,default_data:339,cashtx,superuser
RolePrivilege,0,default_data:340,cashtx,underwriter
RolePrivilege,0,default_data:341,chargeholdcreate,billing_clerical
RolePrivilege,0,default_data:342,chargeholdcreate,billing_manager
RolePrivilege,0,default_data:343,chargeholdcreate,finance_manager
RolePrivilege,0,default_data:344,chargeholdcreate,general_admin
RolePrivilege,0,default_data:345,chargeholdcreate,superuser
RolePrivilege,0,default_data:346,chargeholdrelease,billing_clerical
RolePrivilege,0,default_data:347,chargeholdrelease,billing_manager
RolePrivilege,0,default_data:348,chargeholdrelease,finance_manager
RolePrivilege,0,default_data:349,chargeholdrelease,general_admin
RolePrivilege,0,default_data:350,chargeholdrelease,superuser
RolePrivilege,0,default_data:351,chargepatterncreate,billing_clerical
RolePrivilege,0,default_data:352,chargepatterncreate,billing_manager
RolePrivilege,0,default_data:353,chargepatterncreate,finance_clerical
RolePrivilege,0,default_data:354,chargepatterncreate,finance_manager
RolePrivilege,0,default_data:355,chargepatterncreate,general_admin
RolePrivilege,0,default_data:356,chargepatterncreate,plan_admin
RolePrivilege,0,default_data:357,chargepatterncreate,superuser
RolePrivilege,0,default_data:358,chargepatterncreate,underwriter
RolePrivilege,0,default_data:359,chargepatternview,billing_clerical
RolePrivilege,0,default_data:360,chargepatternview,billing_manager
RolePrivilege,0,default_data:361,chargepatternview,finance_clerical
RolePrivilege,0,default_data:362,chargepatternview,finance_manager
RolePrivilege,0,default_data:363,chargepatternview,general_admin
RolePrivilege,0,default_data:364,chargepatternview,plan_admin
RolePrivilege,0,default_data:365,chargepatternview,superuser
RolePrivilege,0,default_data:366,chargepatternview,underwriter
RolePrivilege,0,default_data:367,chrgcmsnrateoverride,billing_manager
RolePrivilege,0,default_data:368,chrgcmsnrateoverride,general_admin
RolePrivilege,0,default_data:369,chrgcmsnrateoverride,superuser
RolePrivilege,0,default_data:370,chrgcmsnrateoverride,underwriter
RolePrivilege,0,default_data:371,colagencycreate,general_admin
RolePrivilege,0,default_data:372,colagencycreate,plan_admin
RolePrivilege,0,default_data:373,colagencycreate,superuser
RolePrivilege,0,default_data:374,colagencydelete,billing_manager
RolePrivilege,0,default_data:375,colagencydelete,general_admin
RolePrivilege,0,default_data:376,colagencydelete,superuser
RolePrivilege,0,default_data:377,colagencyedit,general_admin
RolePrivilege,0,default_data:378,colagencyedit,plan_admin
RolePrivilege,0,default_data:379,colagencyedit,superuser
RolePrivilege,0,default_data:380,colagencyview,billing_clerical
RolePrivilege,0,default_data:381,colagencyview,billing_manager
RolePrivilege,0,default_data:382,colagencyview,general_admin
RolePrivilege,0,default_data:383,colagencyview,plan_admin
RolePrivilege,0,default_data:384,colagencyview,superuser
RolePrivilege,0,default_data:385,collateraldisburse,billing_manager
RolePrivilege,0,default_data:386,collateraldisburse,general_admin
RolePrivilege,0,default_data:387,collateraldisburse,superuser
RolePrivilege,0,default_data:388,collateraldisburse,underwriter
RolePrivilege,0,default_data:389,collateraldrawdown,billing_manager
RolePrivilege,0,default_data:390,collateraldrawdown,general_admin
RolePrivilege,0,default_data:391,collateraldrawdown,superuser
RolePrivilege,0,default_data:392,collateraldrawdown,underwriter
RolePrivilege,0,default_data:393,collateralreqedit,billing_manager
RolePrivilege,0,default_data:394,collateralreqedit,general_admin
RolePrivilege,0,default_data:395,collateralreqedit,superuser
RolePrivilege,0,default_data:396,collateralreqedit,underwriter
RolePrivilege,0,default_data:397,commpercoride,billing_manager
RolePrivilege,0,default_data:398,commpercoride,general_admin
RolePrivilege,0,default_data:399,commpercoride,superuser
RolePrivilege,0,default_data:400,commpercoride,underwriter
RolePrivilege,0,default_data:401,commplanassnedit,billing_manager
RolePrivilege,0,default_data:402,commplanassnedit,general_admin
RolePrivilege,0,default_data:403,commplanassnedit,superuser
RolePrivilege,0,default_data:404,commplanassnedit,underwriter
RolePrivilege,0,default_data:405,commplancreate,commissions_admin
RolePrivilege,0,default_data:406,commplancreate,general_admin
RolePrivilege,0,default_data:407,commplancreate,plan_admin
RolePrivilege,0,default_data:408,commplancreate,superuser
RolePrivilege,0,default_data:409,commplanedit,commissions_admin
RolePrivilege,0,default_data:410,commplanedit,general_admin
RolePrivilege,0,default_data:411,commplanedit,plan_admin
RolePrivilege,0,default_data:412,commplanedit,superuser
RolePrivilege,0,default_data:413,commplanoride,billing_manager
RolePrivilege,0,default_data:414,commplanoride,general_admin
RolePrivilege,0,default_data:415,commplanoride,superuser
RolePrivilege,0,default_data:416,commplanoride,underwriter
RolePrivilege,0,default_data:417,commplanview,commissions_admin
RolePrivilege,0,default_data:418,commplanview,general_admin
RolePrivilege,0,default_data:419,commplanview,plan_admin
RolePrivilege,0,default_data:420,commplanview,superuser
RolePrivilege,0,default_data:421,confdoccreate,billing_clerical
RolePrivilege,0,default_data:422,confdoccreate,billing_manager
RolePrivilege,0,default_data:423,confdoccreate,finance_clerical
RolePrivilege,0,default_data:424,confdoccreate,finance_manager
RolePrivilege,0,default_data:425,confdoccreate,general_admin
RolePrivilege,0,default_data:426,confdoccreate,superuser
RolePrivilege,0,default_data:427,confdocdelete,billing_manager
RolePrivilege,0,default_data:428,confdocdelete,finance_manager
RolePrivilege,0,default_data:429,confdocdelete,general_admin
RolePrivilege,0,default_data:430,confdocdelete,superuser
RolePrivilege,0,default_data:431,confdocedit,billing_manager
RolePrivilege,0,default_data:432,confdocedit,finance_manager
RolePrivilege,0,default_data:433,confdocedit,general_admin
RolePrivilege,0,default_data:434,confdocedit,superuser
RolePrivilege,0,default_data:435,confdocview,billing_clerical
RolePrivilege,0,default_data:436,confdocview,billing_manager
RolePrivilege,0,default_data:437,confdocview,finance_clerical
RolePrivilege,0,default_data:438,confdocview,finance_manager
RolePrivilege,0,default_data:439,confdocview,general_admin
RolePrivilege,0,default_data:440,confdocview,superuser
RolePrivilege,0,default_data:441,confnotecreate,billing_clerical
RolePrivilege,0,default_data:442,confnotecreate,billing_manager
RolePrivilege,0,default_data:443,confnotecreate,finance_clerical
RolePrivilege,0,default_data:444,confnotecreate,finance_manager
RolePrivilege,0,default_data:445,confnotecreate,general_admin
RolePrivilege,0,default_data:446,confnotecreate,superuser
RolePrivilege,0,default_data:447,confnoteedit,billing_manager
RolePrivilege,0,default_data:448,confnoteedit,finance_manager
RolePrivilege,0,default_data:449,confnoteedit,general_admin
RolePrivilege,0,default_data:450,confnoteedit,superuser
RolePrivilege,0,default_data:451,confnoteview,billing_clerical
RolePrivilege,0,default_data:452,confnoteview,billing_manager
RolePrivilege,0,default_data:453,confnoteview,finance_clerical
RolePrivilege,0,default_data:454,confnoteview,finance_manager
RolePrivilege,0,default_data:455,confnoteview,general_admin
RolePrivilege,0,default_data:456,confnoteview,superuser
RolePrivilege,0,default_data:457,retpremplancreate,general_admin
RolePrivilege,0,default_data:458,retpremplancreate,plan_admin
RolePrivilege,0,default_data:459,retpremplancreate,superuser
RolePrivilege,0,default_data:460,retpremplanedit,general_admin
RolePrivilege,0,default_data:461,retpremplanedit,plan_admin
RolePrivilege,0,default_data:462,retpremplanedit,superuser
RolePrivilege,0,default_data:463,retpremplanview,billing_clerical
RolePrivilege,0,default_data:464,retpremplanview,billing_manager
RolePrivilege,0,default_data:465,retpremplanview,commissions_admin
RolePrivilege,0,default_data:466,retpremplanview,finance_manager
RolePrivilege,0,default_data:467,retpremplanview,general_admin
RolePrivilege,0,default_data:468,retpremplanview,plan_admin
RolePrivilege,0,default_data:469,retpremplanview,superuser
RolePrivilege,0,default_data:470,retpremplanview,underwriter
RolePrivilege,0,default_data:471,delplancreate,general_admin
RolePrivilege,0,default_data:472,delplancreate,plan_admin
RolePrivilege,0,default_data:473,delplancreate,superuser
RolePrivilege,0,default_data:474,delplanedit,general_admin
RolePrivilege,0,default_data:475,delplanedit,plan_admin
RolePrivilege,0,default_data:476,delplanedit,superuser
RolePrivilege,0,default_data:477,delplanview,billing_clerical
RolePrivilege,0,default_data:478,delplanview,billing_manager
RolePrivilege,0,default_data:479,delplanview,finance_manager
RolePrivilege,0,default_data:480,delplanview,general_admin
RolePrivilege,0,default_data:481,delplanview,plan_admin
RolePrivilege,0,default_data:482,delplanview,superuser
RolePrivilege,0,default_data:483,delplanview,underwriter
RolePrivilege,0,default_data:484,delsearch,billing_manager
RolePrivilege,0,default_data:485,delsearch,finance_manager
RolePrivilege,0,default_data:486,delsearch,general_admin
RolePrivilege,0,default_data:487,delsearch,superuser
RolePrivilege,0,default_data:488,disbauccreate,billing_manager
RolePrivilege,0,default_data:489,disbauccreate,finance_manager
RolePrivilege,0,default_data:490,disbauccreate,general_admin
RolePrivilege,0,default_data:491,disbauccreate,superuser
RolePrivilege,0,default_data:492,disbcreate,billing_clerical
RolePrivilege,0,default_data:493,disbcreate,billing_manager
RolePrivilege,0,default_data:494,disbcreate,finance_manager
RolePrivilege,0,default_data:495,disbcreate,general_admin
RolePrivilege,0,default_data:496,disbcreate,superuser
RolePrivilege,0,default_data:497,disbpayeeedit,billing_manager
